filename,width,height,class,xmin,ymin,xmax,ymax
image179.jpg,800,600,Green,375,270,436,403
image179.jpg,800,600,Green,640,275,698,408
image286.jpg,800,600,Red,151,469,179,531
image286.jpg,800,600,Red,267,476,297,532
image286.jpg,800,600,Red,382,476,409,537
image203.jpg,800,600,Green,87,229,160,376
image203.jpg,800,600,Green,371,232,444,380
image203.jpg,800,600,Green,657,236,732,387
image188.jpg,800,600,Green,112,266,171,401
image188.jpg,800,600,Green,377,273,433,402
image188.jpg,800,600,Green,640,275,697,406
image62.jpg,800,600,Red,100,244,161,385
image62.jpg,800,600,Red,376,248,437,389
image62.jpg,800,600,Red,654,252,715,393
